1462104036907,9.823881
1462104036908,9.823919
1462104036910,9.823943
1462104036911,9.823958
1462104036938,10.605851
1462104036941,10.6102
1462104036968,10.612893
1462104036969,10.614571
1462104036970,10.615623
1462104037027,10.616285
1462104037028,10.616704
1462104037029,10.616968
1462104037048,10.617134
1462104037108,10.617241
1462104037109,10.61731
1462104037110,10.617353
1462104037138,8.254808
1462104037139,8.256186
1462104037168,8.257161
1462104037170,8.257841
1462104037171,8.2583065
1462104037208,8.258623
1462104037210,8.258835
1462104037268,8.258975
1462104037269,8.2590685
1462104037270,8.259129
1462104037307,8.259169
1462104037308,8.259194
1462104037338,12.493208
1462104037340,12.574482
1462104037368,12.61767
1462104037370,12.641619
1462104037371,12.6553335
1462104037429,12.66338
1462104037430,12.668192
1462104037432,12.67111
1462104037468,12.672901
1462104037471,12.674009
1462104037528,12.6747
1462104037531,12.675132
1462104037532,12.675405
1462104037544,5.3316374
1462104037546,5.4315095
1462104037568,5.517954
1462104037571,5.589686
1462104037628,5.6468964
1462104037629,5.690912
1462104037630,5.723715
1462104037669,5.7474995
1462104037670,5.7643514
1462104037727,5.776062
1462104037730,5.784072
1462104037731,5.789479
1462104037738,14.413613
1462104037739,14.762922
1462104037777,14.908698
1462104037779,14.977055
1462104037781,15.011786
1462104037828,15.030461
1462104037829,15.040923
1462104037830,15.046963
1462104037887,15.050531
1462104037889,15.052677
1462104037890,15.053983
1462104037938,5.815464
1462104037940,5.8320694
1462104037948,5.8467264
1462104037949,5.859186
1462104037950,5.869398
1462104037968,5.877486
1462104038028,5.883693
1462104038029,5.888324
1462104038030,5.8916926
1462104038088,5.8940907
1462104038090,5.8957667
1462104038092,5.8969193
1462104038128,5.8977003
1462104038131,5.898226
1462104038138,2.5783274
1462104038140,2.5960596
1462104038188,2.6116507
1462104038191,2.6248357
1462104038194,2.6355786
1462104038228,2.6440308
1462104038231,2.6504738
1462104038287,2.6552474
1462104038289,2.658698
1462104038290,2.6611392
1462104038338,13.99516
1462104038340,14.054138
1462104038347,14.072347
1462104038348,14.0795965
1462104038349,14.08293
1462104038387,14.084609
1462104038388,14.085507
1462104038447,14.086008
1462104038448,14.086299
1462104038449,14.086467
1462104038487,14.086572
1462104038490,14.086634
1462104038527,14.086671
1462104038532,14.086696
1462104038542,0.9431405
1462104038550,0.95466805
1462104038587,0.96808845
1462104038590,0.98345435
1462104038591,1.0006981
1462104038648,1.019593
1462104038650,1.0397253
1462104038653,1.0604979
1462104038688,1.0811723
1462104038695,1.1009564
1462104038754,19.770487
1462104038755,19.832335
1462104038757,19.847544
1462104038759,19.852968
1462104038760,19.85531
1462104038788,19.856438
1462104038793,19.857027
1462104038848,19.85735
1462104038850,19.857533
1462104038851,19.857637
1462104038887,19.857702
1462104038889,19.85774
1462104038938,2.47154
1462104038940,2.5105855
1462104038950,2.5533762
1462104038952,2.5989904
1462104038954,2.646096
1462104038987,2.6930423
1462104038989,2.738052
1462104039048,2.7794714
1462104039050,2.8160229
1462104039051,2.8469684
1462104039087,2.8721485
1462104039089,2.8918972
1462104039138,19.54009
1462104039139,19.993715
1462104039149,20.123322
1462104039151,20.17261
1462104039152,20.194614
1462104039191,20.205473
1462104039195,20.211203
1462104039248,20.21437
1462104039249,20.216183
1462104039250,20.217249
1462104039288,20.217886
1462104039290,20.218271
1462104039338,6.920541
1462104039341,6.947122
1462104039348,6.9713373
1462104039350,6.992565
1462104039351,7.010486
1462104039409,7.0250793
1462104039411,7.036562
1462104039413,7.0453234
1462104039447,7.051824
1462104039448,7.0565305
1462104039508,7.059867
1462104039511,7.0621886
1462104039513,7.0637813
1462104039538,2.0693057
1462104039539,2.2974422
1462104039547,2.5149474
1462104039549,2.7095747
1462104039607,2.8730226
1462104039609,3.00244
1462104039610,3.099822
1462104039647,3.1701202
1462104039650,3.2192576
1462104039707,3.2527843
1462104039708,3.275259
1462104039709,3.2901344
1462104039738,12.444918
1462104039740,13.33856
1462104039787,13.614419
1462104039788,13.721722
1462104039790,13.770006
1462104039791,13.793901
1462104039809,13.806524
1462104039867,13.813507
1462104039868,13.817503
1462104039869,13.819849
1462104039908,13.82125
1462104039909,13.822103
1462104039938,0.6409445
1462104039939,0.6695436
1462104039967,0.70345384
1462104039969,0.7430566
1462104039970,0.7884165
1462104040008,0.83910537
1462104040010,0.8940366
1462104040067,0.95139176
1462104040069,1.0087268
1462104040070,1.0633124
1462104040137,1.1126447
1462104040141,1.1549444
1462104040142,1.1894329
1462104040143,1.2162942
1462104040143,19.7249
1462104040144,19.95363
1462104040178,20.00114
1462104040179,20.016851
1462104040217,20.023344
1462104040218,20.0264
1462104040278,20.027962
1462104040280,20.028805
1462104040282,20.029276
1462104040338,20.029552
1462104040340,20.029716
1462104040341,20.029816
1462104040343,3.0114915
1462104040344,3.033807
1462104040377,3.0576773
1462104040379,3.0824673
1462104040440,3.107381
1462104040442,3.1315386
1462104040443,3.1540914
1462104040478,3.174338
1462104040479,3.1918151
1462104040539,3.2063355
1462104040544,3.21797
1462104040547,3.2269852
1462104040549,1.1360672
1462104040550,1.2712675
1462104040597,1.3999836
1462104040598,1.5147643
1462104040599,1.6106572
1462104040637,1.6861022
1462104040638,1.7424848
1462104040697,1.7829143
1462104040701,1.8110003
1462104040704,1.8300607
1462104040738,1.8427787
1462104040741,1.8511647
1462104040743,9.172941
1462104040745,10.185119
1462104040810,10.429226
1462104040811,10.512679
1462104040813,10.547519
1462104040837,10.563962
1462104040838,10.572373
1462104040897,10.576923
1462104040898,10.579486
1462104040899,10.580971
1462104040938,10.581851
1462104040944,10.582382
1462104040945,-1.1720175
1462104040946,-1.1111727
1462104040997,-1.0248382
1462104040998,-0.8991316
1462104040999,-0.71186846
1462104041057,-0.43132162
1462104041065,-0.02881819
1462104041066,0.47318906
1462104041119,0.9591255
1462104041122,1.312071
1462104041123,1.5210638
1462104041143,19.241741
1462104041145,19.71333
1462104041158,19.789297
1462104041159,19.812014
1462104041197,19.820913
1462104041202,19.824963
1462104041257,19.826988
1462104041259,19.82807
1462104041260,19.828672
1462104041317,19.829016
1462104041319,19.829218
1462104041321,19.829344
1462104041349,-2.1679895
1462104041352,-2.1423454
1462104041359,-2.105777
1462104041361,-2.0515835
1462104041419,-1.967064
1462104041420,-1.8261057
1462104041421,-1.5706394
1462104041478,-1.070338
1462104041479,-0.12694609
1462104041480,1.0783463
1462104041519,1.8671886
1462104041522,2.206256
1462104041545,12.215861
1462104041549,13.099096
1462104041579,13.219999
1462104041582,13.253799
1462104041584,13.266582
1462104041618,13.272278
1462104041621,13.2750845
1462104041678,13.2765665
1462104041681,13.277388
1462104041683,13.277857
1462104041718,13.2781315
1462104041719,13.2782955
1462104041739,3.4250932
1462104041741,3.544512
1462104041778,3.6595805
1462104041779,3.76557
1462104041780,3.8587804
1462104041838,3.9370985
1462104041840,4.0001297
1462104041841,4.04891
1462104041878,4.0853844
1462104041880,4.111866
1462104041940,4.1306267
1462104041942,4.143652
1462104041944,4.1525474
1462104041945,18.971949
1462104041948,20.003336
1462104041977,20.306435
1462104041979,20.422098
1462104042038,20.473665
1462104042040,20.499054
1462104042040,20.512424
1462104042079,20.519806
1462104042081,20.524025
1462104042138,20.5265
1462104042139,20.527977
1462104042140,20.528873
1462104042141,9.663169
1462104042142,9.786363
1462104042178,9.888307
1462104042190,9.969486
1462104042238,10.031906
1462104042239,10.078436
1462104042240,10.1122
1462104042277,10.1361475
1462104042279,10.152808
1462104042338,10.164218
1462104042340,10.171931
1462104042341,10.17709
1462104042342,-1.8677306
1462104042343,-1.8485863
1462104042397,-1.8192682
1462104042399,-1.7712355
1462104042400,-1.6846364
1462104042438,-1.5058279
1462104042440,-1.5058279
1462104042497,-1.5058279
1462104042499,-1.5058279
1462104042500,-1.5058279
1462104042538,1.9098761
1462104042540,1.9675665
1462104042543,19.998667
1462104042545,20.199102
1462104042598,20.22363
1462104042600,20.230362
1462104042601,20.232893
1462104042637,20.234018
1462104042639,20.234571
1462104042699,20.234865
1462104042702,20.235025
1462104042703,20.235119
1462104042738,20.235172
1462104042740,20.235205
1462104042741,8.800538
1462104042743,8.804488
1462104042798,8.807838
1462104042799,8.810581
1462104042800,8.812753
1462104042858,8.81442
1462104042860,8.815664
1462104042860,8.816568
1462104042898,8.817215
1462104042904,8.817664
1462104042941,8.784924
1462104042943,8.810671
1462104042958,8.827964
1462104042960,8.839464
1462104042961,8.847049
1462104042999,8.85202
1462104043001,8.855262
1462104043057,8.8573675
1462104043058,8.858732
1462104043059,8.859613
