id,lat,lon,z,id_user,waktu
755,-7.2793484,112.797226,0.012661501,1,1458474795039
756,-7.2793484,112.797226,0.010128797,1,1458474795040
757,-7.2793484,112.797226,0.011090588,1,1458474795049
758,-7.2793484,112.797226,0.005197890,1,1458474795059
759,-7.2793484,112.797226,0.026672682,1,1458474795069
760,-7.2793484,112.797226,0.034972160,1,1458474795083
761,-7.2793484,112.797226,0.004230739,1,1458474795089
762,-7.2793484,112.797226,0.025288874,1,1458474795102
763,-7.2793484,112.797226,0.000629461,1,1458474795109
764,-7.2793484,112.797226,0.004581481,1,1458474795119
765,-7.2793484,112.797226,0.008778072,1,1458474795139
766,-7.2793484,112.797226,0.006654661,1,1458474795131
767,-7.2793484,112.797226,0.004146095,1,1458474795150
768,-7.2793484,112.797226,0.002793222,1,1458474795165
769,-7.2793484,112.797226,0.000008997,1,1458474795169
770,-7.2793484,112.797226,0.056513240,1,1458474795180
771,-7.2793484,112.797226,0.029341730,1,1458474795199
772,-7.2793484,112.797226,0.016261118,1,1458474795189
773,-7.2793484,112.797226,0.001872682,1,1458474795214
774,-7.2793484,112.797226,0.008560665,1,1458474795219
775,-7.2793484,112.797226,0.005616065,1,1458474795243
776,-7.2793484,112.797226,0.000829843,1,1458474795231
777,-7.2793484,112.797226,0.003735717,1,1458474795263
778,-7.2793484,112.797226,0.002424304,1,1458474795249
779,-7.2793484,112.797226,0.035675276,1,1458474795279
780,-7.2793484,112.797226,0.001757429,1,1458474795269
781,-7.2793484,112.797226,0.002216870,1,1458474795290
782,-7.2793484,112.797226,0.001415531,1,1458474795299
783,-7.2793484,112.797226,0.000846839,1,1458474795314
784,-7.2793484,112.797226,0.003260312,1,1458474795322
785,-7.2793484,112.797226,0.003119628,1,1458474795329
786,-7.2793484,112.797226,0.002884955,1,1458474795342
787,-7.2793484,112.797226,0.000677424,1,1458474795315
788,-7.2793484,112.797226,0.015737570,1,1458474795349
789,-7.2793484,112.797226,0.000481676,1,1458474795359
790,-7.2793484,112.797226,0.006080075,1,1458474795371
791,-7.2793484,112.797226,0.000024790,1,1458474795379
792,-7.2793484,112.797226,0.001903637,1,1458474795389
793,-7.2793484,112.797226,0.004145599,1,1458474795403
794,-7.2793484,112.797226,0.000255797,1,1458474795409
795,-7.2793484,112.797226,0.010085234,1,1458474795419
796,-7.2793484,112.797226,0.002720885,1,1458474795429
797,-7.2793484,112.797226,0.005997456,1,1458474795439
798,-7.2793484,112.797226,0.002155382,1,1458474795452
799,-7.2793484,112.797226,0.000277405,1,1458474795470
800,-7.2793484,112.797226,0.003189160,1,1458474795479
801,-7.2793484,112.797226,0.001242544,1,1458474795462
802,-7.2793484,112.797226,0.000129952,1,1458474795495
803,-7.2793484,112.797226,0.000103961,1,1458474795496
804,-7.2793484,112.797226,0.004320034,1,1458474795499
805,-7.2793484,112.797226,0.013245287,1,1458474795509
806,-7.2793484,112.797226,0.014148017,1,1458474795519
807,-7.2793484,112.797226,0.000307306,1,1458474795533
808,-7.2793484,112.797226,0.000137757,1,1458474795540
809,-7.2793484,112.797226,0.029319521,1,1458474795549
810,-7.2793484,112.797226,0.003509885,1,1458474795559
811,-7.2793484,112.797226,0.008576390,1,1458474795569
812,-7.2793484,112.797226,0.008207347,1,1458474795581
813,-7.2793484,112.797226,0.003370873,1,1458474795589
814,-7.2793484,112.797226,0.005090846,1,1458474795599
815,-7.2793484,112.797226,0.001992384,1,1458474795612
816,-7.2793484,112.797226,0.000105299,1,1458474795619
817,-7.2793484,112.797226,0.004958644,1,1458474795629
818,-7.2793484,112.797226,0.008339888,1,1458474795639
819,-7.2793484,112.797226,0.006294174,1,1458474795649
820,-7.2793484,112.797226,0.005220350,1,1458474795669
821,-7.2793484,112.797226,0.003994315,1,1458474795662
822,-7.2793484,112.797226,0.004098164,1,1458474795679
823,-7.2793484,112.797226,0.000534667,1,1458474795699
824,-7.2793484,112.797226,0.013315196,1,1458474795693
825,-7.2793484,112.797226,0.019528410,1,1458474795709
826,-7.2793484,112.797226,0.039965090,1,1458474795719
827,-7.2793484,112.797226,0.007574976,1,1458474795729
828,-7.2793484,112.797226,0.006897167,1,1458474795741
829,-7.2793484,112.797226,0.026419653,1,1458474795749
830,-7.2793484,112.797226,0.006490619,1,1458474795759
831,-7.2793484,112.797226,0.008360771,1,1458474795772
832,-7.2793484,112.797226,0.003337349,1,1458474795779
833,-7.2793484,112.797226,0.000821493,1,1458474795789
834,-7.2793484,112.797226,0.031739350,1,1458474795799
835,-7.2793484,112.797226,0.044413507,1,1458474795809
836,-7.2793484,112.797226,0.014193944,1,1458474795821
837,-7.2793484,112.797226,0.002246896,1,1458474795829
838,-7.2793484,112.797226,0.003551944,1,1458474795839
839,-7.2793484,112.797226,0.001541016,1,1458474795859
840,-7.2793484,112.797226,0.003295804,1,1458474795854
841,-7.2793484,112.797226,0.000000122,1,1458474795872
842,-7.2793484,112.797226,0.004356523,1,1458474795879
843,-7.2793484,112.797226,0.011236979,1,1458474795889
844,-7.2793484,112.797226,0.000681701,1,1458474795904
845,-7.2793484,112.797226,0.028367972,1,1458474795909
846,-7.2793484,112.797226,0.002438224,1,1458474795929
847,-7.2793484,112.797226,0.000528461,1,1458474795939
848,-7.2793484,112.797226,0.000463178,1,1458474795919
849,-7.2793484,112.797226,0.003736987,1,1458474795951
850,-7.2793484,112.797226,0.015784519,1,1458474795959
851,-7.2793484,112.797226,0.015032053,1,1458474795972
852,-7.2793484,112.797226,0.002684832,1,1458474795983
853,-7.2793484,112.797226,0.035293140,1,1458474795989
854,-7.2793484,112.797226,0.001955168,1,1458474796000
855,-7.2793484,112.797226,0.009645928,1,1458474796009
856,-7.2793484,112.797226,0.001446194,1,1458474796030
857,-7.2793484,112.797226,0.032210827,1,1458474796019
858,-7.2793484,112.797226,0.017391527,1,1458474796039
859,-7.2793484,112.797226,0.009383013,1,1458474796049
860,-7.2793484,112.797226,0.000809698,1,1458474796062
861,-7.2793484,112.797226,0.023177360,1,1458474796069
862,-7.2793484,112.797226,0.002995675,1,1458474796079
863,-7.2793484,112.797226,0.014931986,1,1458474796089
864,-7.2793484,112.797226,0.002058687,1,1458474796099
865,-7.2793484,112.797226,0.002038553,1,1458474796110
866,-7.2793484,112.797226,0.033643430,1,1458474796119
867,-7.2793484,112.797226,0.010717195,1,1458474796129
868,-7.2793484,112.797226,0.018782890,1,1458474796145
869,-7.2793484,112.797226,0.001502795,1,1458474796149
870,-7.2793484,112.797226,0.003441771,1,1458474796159
871,-7.2793484,112.797226,0.014877189,1,1458474796169
872,-7.2793484,112.797226,0.001530897,1,1458474796190
873,-7.2793484,112.797226,0.001392485,1,1458474796179
874,-7.2793484,112.797226,0.030657386,1,1458474796199
875,-7.2793484,112.797226,0.010884806,1,1458474796209
876,-7.2793484,112.797226,0.010513507,1,1458474796222
877,-7.2793484,112.797226,0.005568495,1,1458474796229
878,-7.2793484,112.797226,0.000768191,1,1458474796244
879,-7.2793484,112.797226,0.000614655,1,1458474796245
880,-7.2793484,112.797226,0.000514834,1,1458474796249
881,-7.2793484,112.797226,0.017712036,1,1458474796259
882,-7.2793484,112.797226,0.009741990,1,1458474796271
883,-7.2793484,112.797226,0.012351784,1,1458474796279
